text,label
Mimo testu alkohol nepristupte ziadny test pozor pride odpoved nutne ist ombudsmankou dalsej kontrole vytiahnut list dostal,1
Ojebava potkan prezije,3
janciska nevie pozicat,0
Chodte riti furt problem Robite prieky ludia umieraju Hrame najmudrejsich svete Inde Sputnikom ockuju vedci mudruju mudry radio skvele opatrenia zabili vyse nevinnych chce ockuju Sputnikom uprednostnim zapadnymi vakcinami,2
vlastne naco institucia sposobom preveruju lieky prichadzaju,0
Naco zrusit organizaciu,0
produkt doby blabotajuci magistri kupili teraz chcu pomahat jeden place druhy suka da uprimne ludia vobec nezaujmaju nerozumiem srali politiky srackach mohli zit rokov zabezpecit generacie,3
Chcel vediet kolko stat dopravou hlavne zaplati vylievat Dunaja expiracii Pan premier,0
mozne Madarsku Sputnikom zaockuju ludi,0
Tohle maji predem nachystany jejich testy chudak kluk neni se odvolat tohle smutny se deje,1
Predcasne volby,0
Matovic nema gule borisa smutne,2
tedy poradnej bordel vubec se nedivim nastvalo kazdyho preji vsem ridicum sttastnou cestu,1
Bohom slovensko,0
da debil zaockovat,3
demisiu neda nikdy tolko radosti neurobi,0
MYSLITE ZBAVITE NESKONCI PAN SVETA APROPO NANHO NIKTO NEMA SLOVENSKA ELITA,0
Peknej bordel se tady melo vycistit,1
bordel testy akorat lidem nici zivot kdyz nepresny Sakra dal horsi Cesku,1
Demisiu vlady,0
normalne pici Clovek nemoze nikde ist deti skol testov rodicia roboty hlavne jeden politik Dubaji druhy lyzovacke Martine treti Tatrach pride UK povedia dodrzujeme aktualne protiepidemicke opatrenia poriadku hlavne obycajni ludia sedte doma nemozete henten bachraty kokot Mikas dava vynimky zalubi popripade Matovic nakaze vyplakava naprd situacia ludia nedodrzuju opatrenia farizej pojebany Raz zastavi premotivovany policajt vylete mimo okres poviem ide vynimku curaka Cele zle normalne opustil nasraty pes,3
koniec nasu zem,0
jedina moznost predcasne volby pozeram,0
farari predavali odpustky kkt nemoze doniest coronu chcete narod zodpovedny hanbit,3
ostanete pani prezidentka,0
Proste bordel vsude se podivas bohuzel,1
Nikomu newadilo zijete,0
dopicze Olajnom,0
Jojo Dodo nekaz lajky fuhrerovej stranke,0
Banda kokotov ozaj,3
Chudak takhle delaji nevim clovekem bich se stezoval Jakim pravem delali kdyz nedelal nebral vubec neberu,1
Jooo jsou obycejni svine jineho se neda rict hajzlove,1
iste akurat ludia vymenia druhy slusnejsi cert diabol,0
List premiera dalej patrit Matovicovi,0
nepoda Takito egomaniaci nemaju zvyku,0
Jedyne kral matovic romsky kral vlade,0
Spina,3
Podat trestni oznameni Jsou svine tech pripadu bylo spousty,1
zabomysie vojny nikoho nezaujimaju Ludia zivoria Zacnite konecne slovakom slovenkam pomahat stade vypadnite Daju ludia empatiou ludskostou,0
p teta nikdy nebude brana prezidentka stoji velke H,0
,0
profici NARKOZE objavili Ameriku davno jasne vlastne teraz chudaci nemate kopat slama vymlatena Vyplnit min casu reklamou vyzera blbo nonstop Kovacica Pozlatenu Hranolom Jamkatym suslavym dost blbe Chnapnete hocijakom bulvare,0
teraz Predlzte karantenu,0
neschopne hovado,3
nemusime bat,0
Procko premier,0
policajty vyhazok svine gestapo,1
vdacny nakup Sputnika predstihu tusaka registracii neusla jedna ampulka,0
najvacsi blbec sam Igor,3
Slatinska lajkujes netyka stena,0
dvaja degesi,3
VALCUJ IGOR VALCUJ,0
dajme procka premiera mozne zapalit ist teplych krajin D,0
demokracia,0
Lubomir Ondrejkovic vzdelany Bratislava Piestany Brezno Presov Jedina hotelova skola rokmi presovska hotelkama rokov,0
Preboha stalo keby testy isiel Nemuseli vymyslat hluposti vidiet vnimaju testu prace obchodu nikde kludne parlamentu kludne vonku problem test absolvovat ukludnit situaciu,2
poda demisiu konecne zacne fungovat stat primitivneho premiera davno nemali,0
zbavia Sulika pokoj,0
Vyhral volby nema podavat demisiu zlozi vladu Judasov lepsie Slovensko,0
snad robite srandu Boh ochranuj Ozaj porobili dost bordelu chodte prosim prec celou koaliciou,0
mysleli volbami hlavne chalani niekde pocas snivania lepsich zajtrajskoch dost posralo,3
poda demisiu Caputova vzda funkcie Seligovho poradcu Rizner pokoj,0
Matovic ide odkial vyliezol,0
keby nevladli dementi nemuselo tolko obeti,3
neurobila prazdne reci,0
nemohol nemoze ist kostola chce mimo kostola veriaci veriacim fakt neviete pisat otazka keby kupim dam prenajmu stale nebyvam kks problemy fakt Jasne veriaci veriacim nechodi kostola nikto nemoze vziat Clanok radsej neotvorila staci titulok dost,1
vynasli liek covid azda,0
najvacsia fraska vlady skor RODINA volil zavaril Kollarove excesy pan Holly detto ludia neveria vlade rodina nema hladat vlade parlamente velmi tolerantny clovek vela,3
Zuza NEDRISTAJ chod konecne varit vakciny,3
predstavitelia vlady,0
Keby radsej doviezla lieky prikazala liecit chorych testovat zdravych,0
Sulik Caputova Cekan vedci mudrosraci media ostatni nepriatelia republiky,3
viete platne prt blizkeho nevrati,0
Dost skoro,0
PsYcholoooogia,0
chce nestaci doterajsia nespokojnost ludi riadenie statu treba pridat polienko,1
myslim Igorom nema spolocne vekslak proste robi chce upozornoval volbach draha kurva Sorry nevesta,3
smiesne Napr tehotna zena nadpisu Nemas covid nerodis,0
Keby maturoval ING,0
zajtra max pondelka pojde hrusky dole vychodisko Inak chyti Smerohlas fasisti prizivovat ide elementarny krok,3
Poslanci nedodrziavali karantenu terazz idu zas cosi nariadovat roznasacmi virusu sediet zadku doma,0
poriarku hlavu gulatu,0
Krajina srackach typek ide stiahnut novu verziu covidu Anglicka,3
stacilo Ideme radsej pozriet dobre porno aspon netvaria robia velke umenie,2
vazne idete porovnavat TRESTNE CINY SMERU vynimkou dajte prec zavolajte naspat zlocincov Fica Danka Pellegriniho sprosty narod zasluzi,3
suhlasim plosne cela SR vypnut tyzdne takto ide mesiaca mesiac,0
Igor vytvara statnu mafiu zacina dosadzovat moralne zhnitych skorumpovanych idiotov policie justicie urady nemocnic atd zatial nezda brigadnik Zomri opat nafetoval,3
Haloooooooooo picu robite blbosti psychopati LSNS SMERU HLASU SNS denno denne podsuvaju rozne dezinformacie ovladaju masy tupych ludi netrapi velmi nebezpecna vec treba upozornovat nepodstatne blbosti,3
Hudak tazky priebeh nakoniec zije zaujima plesaty magor,2
Jancu pomaly bo ce blokne,0
Nooooooo tazko prdeli test podstatna praca chu y,3
Ondrej Fabian Jablonova hnusny odporny prasaci ksicht bastarda Ondreja Fabiana pedofilneho skurvysyna,3
niekto velmi hlupy,2
Zvolili papalasov papalasov nepaci,1
mama negativny test porodom,0
neviem snad uplni kokoti test nerobi dazdnikom riti neskutocne farizejsky pristup davaju vodu mlyn praudohladacom,3
Jan Mikas c ides rozkazovat chyti myslis ludia sprosty uveria das vynimku Londyna virus nedonesie karanteny testu dal teraz reporteri pytali ukazal negativny test nemal base patris cvicit smalec opadne,3
preberat narastie ego bordel,1
tvrdo trebalo ist Vianocami silne opatrenia Taliansku ochrania vitajte druhom Taliansku sarkasticka neveria zelam uverili Covid nezomreli blizky neprotestujete boze protesty skoncili pekne pozerat ludi TV savesajupo brane opice darmo opic spravame,0
Nasledky ostali mozgu,0
Myslim porovnavat nevedomost hlupost nesikovnost Holeho Ficovym vycinanim naozaj dost ciaru,1
Prirovnat dobre odvedenu Ficovu robotu Matovicovi chce velmi velmi velku davku humoru fest najebany pisat kokotiny,3
necakajte Okrem chodit prace negativnym testom obchodu rovnaky zakaz vychadzania spravne pochopil nariadenia,0
Matovic,0
debil,3
Urcite nemaju radost myslite deti,0
niekto debil Matovic,3
idiot normalny obcan isiel Prace chory covidom unasaju p vlada,3
Zomri faaaakt jebe Porovnavate mafiou jebe,3
spiny,3
pozitivny hlasovat parlamente,0
presne takych holych kktov dezolat mysli nemusi vyrabame rovno okazalo parlamentu dufam nepride den kedy Mikasove proporcie vzorom,3
Spino,0
kritike Matovica ohladom nezvladania pandemie ludia zvyknu pisat nikto nikde nezvlada svete teraz polozte rovnaku otazku dostane fejk vynimku krajinach bezny clovek pride VB pada testovanie nikto nepyta ziadna vynimka nasrat hento nadavky dochadzaju draha nevesta coraz drahsia,2
Tot chori clovek usi otvorte oci chori ludia cera ppchovana obed sistemu karavan ide dalej dozgrcanie,1
Banda hnupu tim idiotem cele,0
mudry DEMENT prezradi Otec nakazil protistatnom proteste Kotlebovciv Smerakov dostal Skratka cela rodina Spina,3
Holy pendluje UK SK testu karanteny Kollar prevaza kurvami statnej limuzine cajicky navstevy dam rokoch nemocnici vleky ficia stosest Matovic kostoly otvorene nevesticky dobre pohreb lucanskeho vynimku dezolatov celeho Slovenska prdia ruska rozostupy Taktiez Zmatkovic Sulikove mrtvoly,3
Deti nechcu tupe Matelkova vlada Cele pani prezidentkou vibec Zije Boze strach Brat peniaze nerobit,3
nazoru jedna naozaj hanebnu kauzu tazkeho razenia Clen vlady chodi spat premoreneho zmutovanym koronavirusom zmietaneho Anglicka rodinou testu karanteny nakazi clenov vlady dodatocne takmer dvoch mesiacoch vybavi vynimku hlavneho hygienika R fokin serious Zarazajuce taktiez kauzou takmer vobec nezaoberaju slovenske media mainstreamove alternativne Jedine TV Markiza dala namahu Akosi nerozumiem nevychadza,2
Matovic chuj Igor Podavam trestne oznamenie Sorry Kaaamo,3
neskapal smrad,0
Pozitivni parlamente hlasovat Dementi,3
Preboha fakt tragedia nedochadza premier krajiny Hanba sveta Doslova,2
Chodi papalas Rozprava papalas Sprava papalas Matovic Kollar Sulik Sulik,1
Zatvorte blazinca priepustka dementa psychotest,0
stale navazate Holeho keby zakazdym nechal testovat prskali papalas mina testy potrebne ohnisk nakazy,1
Zomri idete dnu traposi Like cenu,1
Hroza Min rok maturanti nevedia zmaturovali rok podobne vyspela krajina dba vzdelanie netreba vzdelanych ludi,0
nevyhlasuj nemas pravo vrah svedomi smrt pana generala Lucanskeho Boh lud potresta,2
Papalas,1
Kurna testovat neni testy sanitkach nemaju dost testov,1
Miro Gazi dement zalez zumpy zlocincom rokov okradali poriadnym ludom daj pokoj prepity mozog neda liecit,3
Radost plac hotova katastrofa deje idete obratit radost,0
Cista hanba pan,2
vyhlaske pisane virus prekonali testovanie test ukazovat nemusia praxi test odomna pytaju pytam,0
Chudaci pendleri x tyzdnov nevideli rodiny museli ist karanteny napr Gabcikove ludia okolitych obci nemohli chodit jar Slovensko Holy chodit pohode domov casoch umieraju stovky ludi Anglicka Vysvetli niekto papalas problem ist minimalne test,2
Igor Matovic okomentuje blbosti Dakujem,1
Zase vystrihnute kontextu ubohe zavadzanie ludi,2
vyhlasene zaklade ziadosti samospravy cele primatorom ziadosti zdravotnikov zase mudrujete,0
fejk statusy nemali robit hovna beru vazne raz vypalilo xichtu moc nepoucili,3
individum berie niekto vazne jeden najvacsich idiotov verejne prezentuju zaujmalo skutocnosti naozaj tupy robi ucelom ziskania rozumovo menej obdarenych volicov,3
Debil,3
Skoda covid nepriniesol rozum nema,0
volit presvedcenia horsie Fico neexistuje kurva zase ojebal sam zacali bacovat,3
velmi strmy pad politickej prdele Ests Hranola predbehne padat neurobi Keby urobil niekto SAS vlada strany Hanbim sudruh Igor,3
Pani lektorka ide idiotom vedeni najlepsie predsa ovlada blby narod teraz prvom mieste babeniek stopnut duckface Boriskovu limuzinu dat spravit kontrolu telesnych dutin,3
Babis Sorry jako Matelko Sorry Kaaamo D,1
Kebyze slovaci sleduju podrobne kroky vlady roku teraz globalnom prusere nemuseli tety dochodkom chodit rakuska deti radsej mimo SR vzdy,1
Anna Hacajova dufam poda demisiu,0
Zastrelte,0
Mikas sam povedal navsteva Kollara nemocnici nestastna teraz dal dobrovolne Holemu absurdnu vynimku urcite Holeho navstevy rodiny nemaju spolocne kritickou infrastrukturou vykonavanim poslaneckeho mandatu Ignorovanie nariadeni ohrozovanie ludi kritickej infrastrukture ohanaju ide vzore Kollara vyhovorka kvalitna navrhy zakonov cele Rodina troska sofistikovane SNS rovnako mentalne mimoznim obsadenim bckovom filme,2
vysmech obcanom priamo xichtu ovce skacte papalas,1
Myslim trestne malo podane blazna tvrdi podozrenie pozitivny volne pohyboval uliciach sam priznal napriek zakazu vychadzania mohol nekontrolovatelne sirit virus,1
parlamentu mohol ist zdravy,0
Miert nemlehet kiloni azt faszopot,0
Politikum se neveri politikove se kontroluji Veri se Boha veri se prirodu veri se krasu veri se myslenku ideu politika se neveri kdo veri idiot Karel Kryl,3
Bobo pravdu,0
adresovat Borisovi nezabudnite Holeho drzi,2
patrila zaviest fafrnkom vojna neboli vselijaky,0
opatrenie predtym nezaviedli parlamente skontrolovat nema covid okamzite domov dnovej izolacii uzdraviea ziadneho bacilonosica parlamente netrpiet JAAAJ sory poslanci netyka imunitu,0
POdporujem vladu zaciatku bohuzial zacinaju maniere byvala vlada super zacala riesit korupcia atd le vlada robi dobry den necuduje pomaly zacinaju otacat chrbtom ktro doteraz podporovali Matovic smere sklamal vykruca Holeho nepytal negativny test atd Infantilne vyhovorky nehodne premiera,1
myslim Igor jednoznacne mentalne najslabsi premier Slovenska nezachrani odsudenie Fica Kalinakom dozivotie Igor super opozicny politik premiera nedorastol,2
Mikas jednoznacne odstrel vytieraju rit robi prikazu vynimku udelil dovodu spatne jasne,3
Vrchol arogancie,2
Americky vedci zistili prekona covid psychicke problemy druhy spasitel civil modra knizka pandemiou,0
nulitne chodil debil ruska namestei vtedy nevadilo,3
zeru la Adolf,0
Hnus Olano rodina hraju bohov,3
poslat Britanii premava Slovenska pozitivny papalas Mikasa povolene nakazit Britanii obyvatelov,1
nechajte likvidacne takymto ksichtom letenke platit straaasne vysoke ohavne,1
Kollarov Holy kkt,3
zavrite basta vypovede sup Rakuska prace,0
roky strateny cas,0
problem vlady nesudrznost Lockdown vsetkych vynimka kostoliky lyziarske strediska Zakaz navstev vlastne zakaz Pohreby ludi vynimka najde Nedovolene zhromazdenie rusok nejdeme provokovat rozpustenim mohli nahnevat Zakaz navstev nemocniciach kurvy Borisa vynimku takymto pristupom fakt vysrat naozaj zdravotnikom maximalne tlieskat balkonoch,3
smutne riesi trulo volbach nedostal hlasov starosta primator,3
imbecil raz darmo cisty troll hovno pomohlo somarovi mohol niekto povedat svojom profile takych podobnych smola,3
pan Nagy viete den praci necham,0
Priznam urcite mnoho pana Matovica nevolila drzala prsty hlupo zastavala tazke proste verila niekto j e pardon dajte hlave vravel bojoval krical proti praktikam byvalej vlady neukazuje vobec lepsom svetle,1
Henrieta Kovacova teraz pockajte donutenia ockovania,0
Keby opacne Matelko tlaci plagat ukazuje NR platia opatrenia vysmech,1
matelko prisiel testuje vznasa,1
Igor trepe rozhlase vynimku ludi Gratulujeme,3
vyzera cely mutans,0
Pekne Igino ojebava,3
Hnusny ksicht normalny ludia hanbite,1
vcera volali spravach rtvs vyzvanaci ton znel akoby znovu niekde zahranici Dement,3
tupa generacia,0
test,0
svete covid siri objednava Olano,0
Holy nemal spravit brala demisie obyvatelia slovenska sami nedodrzuju zvedava kolko sedi doma riti,2
Syn cakal testovanie hodiny Jako zime super Idiotsky napad Odstante konecne,0
chore,1
Flexibilne zmenil rozdvojil druhom pripade cakam sam jednu streli nakope riti zverejni kopec odhaleni Druckera par dni nasiel x veci pripade sameho mohol uspesnejsi,2
Nema gule Igor kozu ksichte Zas robi politika skupinku najdebilnejsich fans presne Fica,3
sklamana zase rovny rovnejsi zase vytvaraju nadludia konecne spamatajte robite nahravate neprajnikom opozicii,3
fajna mutacia,0
Cely narod predsa vie idiot,3
niekoho oznacime idiota treba vediet niekoho verejne takto oznacujeme jeden mesiac druhy nemame hlave celkom poriadku Ibaze idiotom bolautor,3
ojebavas potkan skurveni,3
vyjadruje sli kvoli yomu mohli nastupit pondrlok prace inak neplatene volno dni detom doma daju Vianoce vifonku piliny sli dobrovolne,0
komentarom naozaj nerozumiem hlavne aki tupi Polka dospelych pise nevie napisat gramaticky spravne druhe minulorocny stvrtaci maturanti skole cely skolsky rok isli domov tesne maturitami vedeli maturitu dali tretie neviem myslite nemate doma deti prazdniny sedime doma riti lazo plazo Niekedy hodin sedime pocitacom knih pozerame znamky zadarmo nemame hneva niektori dospeli myslia tohtorocnych maturantoch super vraj,3
Ivan Polakovic mozme negat testom zajtra vsetkych ostatnych obchodov al vyuzivat sluzby,0
Supeer,0
Markiza zmutovala FB siri celym Slivenskom,0
trnavsky dement,3
Jebak nose nema napriek premierko chova zhuleny adolescent,3
Kollar majster ospravedlnovani Najprv vyvinoval napisali sfalsoval diplomovku davno nemal cas odpisal pytali zostane predsedom parlamentu zacal rozculovat ospravedlnil poriadku,3
Matelko Richard,1
Zmutovany jedine Matovic Mikas Krajci Rozum zmutovany,0
Ondrej Fabian Jablonova hnusny odporny prasaci ksicht bastarda skurvysyna sexualne zneuzival neplnolete deti spinavy pedofilny pes,3
Sulik chj ostava vlade,3
teraz tatrach strazia policajti,0
Pan premier isto Trump neschopny uradu opat hadzat vinu ministra hospodarstva konzilium rouhodlo otvoreni lyziarskych stredisk kostolov fakt smiesne,2
durak maturu,0
Nieee Covid dostal virus zvany Blaha uplne prdeli,3
Promin jsem te oznacil idiota Vanocemi,3
trapne vlada neschopna museli zacat ockovat den skor jak EU EU riesi ockujeme straaaasne pomaly neschopaci najprv ockovat policajtov vojakov seniorov ucitelov Vlne sak deti blbe aspon magorit tvrdia plan plane uvedene kedy ockovat Vlnu naco plan Nikto zodpovedny nikto nevie naznakom prevziat zodpovednost hlavny hygienik dava pandemicke odpustky jak farari stredoveku namiesto politickej kultury papalasizmus najhrubsieho rangu hlavne plne huby slusneho slovenska keby aspon hlave schopni dennodenne dokazuju neschopnost zmeny ustave vedia robit udrzali najdlhsie koryte zvladat pandemiu riesit nevonia,1
